company_id,line_id,from_station_id,to_station_id,from_lat,from_lon,to_lat,to_lon
3,243,8531,2991,35.039615000000005,137.147013,35.055404,137.15113300000002
3,243,2991,4266,35.055404,137.15113300000002,35.071875,137.151161
3,243,4266,4369,35.071875,137.151161,35.087872999999995,137.15346599999998
3,243,4369,9419,35.087872999999995,137.15346599999998,35.105193,137.160967
3,243,9419,3181,35.105193,137.160967,35.121731,137.162714
3,243,3181,9420,35.121731,137.162714,35.133065,137.148209
3,243,9420,8157,35.133065,137.148209,35.136672999999995,137.134521
3,243,8157,3396,35.136672999999995,137.134521,35.15417,137.120911
3,243,3396,9454,35.15417,137.120911,35.175195,137.107217
3,243,9454,3109,35.175195,137.107217,35.197609,137.101911
3,243,3109,4612,35.197609,137.101911,35.206553,137.082106
3,243,4612,4613,35.206553,137.082106,35.22593900000001,137.078412
3,243,4613,6082,35.22593900000001,137.078412,35.249769,137.072217
3,243,6082,2594,35.249769,137.072217,35.264453,137.043276
3,328,1864,8126,35.1698,136.883195,35.161441,136.879404
3,328,8126,847,35.161441,136.879404,35.156358000000004,136.87071
3,328,847,545,35.156358000000004,136.87071,35.152914,136.86379399999998
3,328,545,1861,35.152914,136.86379399999998,35.149553000000004,136.854398
3,328,1861,7995,35.149553000000004,136.854398,35.140192,136.82788100000002
3,328,7995,2196,35.140192,136.82788100000002,35.132582,136.807522
3,328,2196,1850,35.132582,136.807522,35.129637,136.795328
3,328,1850,7868,35.129637,136.795328,35.123554,136.76946999999998
3,328,7868,2779,35.123554,136.76946999999998,35.119554,136.75233300000002
3,328,2779,1865,35.119554,136.75233300000002,35.113582,136.727696
3,328,1865,1857,35.113582,136.727696,35.097583,136.696061
3,328,1857,1995,35.097583,136.696061,35.066744,136.68351299999998
3,328,1995,674,35.066744,136.68351299999998,35.057837,136.678731
3,328,674,336,35.057837,136.678731,35.0382,136.66884299999998
3,328,336,7891,35.0382,136.66884299999998,35.016175,136.659706
3,328,7891,1863,35.016175,136.659706,35.00649600000001,136.649327
3,328,1863,1114,35.00649600000001,136.649327,34.993343,136.636792
3,328,1114,159,34.993343,136.636792,34.98515,136.629293
3,328,159,5196,34.98515,136.629293,34.977179,136.623293
3,328,5196,1854,34.977179,136.623293,34.96768,136.618628
3,328,1854,4277,34.96768,136.618628,34.956319,136.618433
3,328,4277,1159,34.956319,136.618433,34.943265000000004,136.623017
3,328,1159,793,34.943265000000004,136.623017,34.932933,136.62223899999998
3,328,793,8382,34.932933,136.62223899999998,34.916407,136.624684
3,328,8382,7179,34.916407,136.624684,34.904992,136.63112900000002
3,328,7179,6235,34.904992,136.63112900000002,34.891577000000005,136.626407
3,328,6235,8548,34.891577000000005,136.626407,34.879523,136.62190800000002
3,328,8548,326,34.879523,136.62190800000002,34.869413,136.616715
3,328,326,5157,34.869413,136.616715,34.854692,136.60816
3,328,5157,7456,34.854692,136.60816,34.833999,136.58941299999998
3,328,7456,2215,34.833999,136.58941299999998,34.826167,136.58108
3,328,2215,438,34.826167,136.58108,34.812613,136.568776
3,328,438,5178,34.812613,136.568776,34.798502,136.556112
3,328,5178,8240,34.798502,136.556112,34.785281,136.542974
3,328,8240,7469,34.785281,136.542974,34.770756,136.53250400000002
3,328,7469,2617,34.770756,136.53250400000002,34.755006,136.516227
3,328,2617,2422,34.755006,136.516227,34.744424,136.513978
3,328,2422,6303,34.744424,136.513978,34.734725,136.510473
3,328,6303,6328,34.734725,136.510473,34.715649,136.499897
3,328,6328,7037,34.715649,136.499897,34.692041,136.496454
3,328,7037,1601,34.692041,136.496454,34.675542,136.477817
3,328,1601,6875,34.675542,136.477817,34.663266,136.47728999999998
3,328,6875,335,34.663266,136.47728999999998,34.635214000000005,136.477901
3,782,7745,7737,35.19964500000001,136.861205,35.212963,136.85506999999998
3,782,7737,3738,35.212963,136.85506999999998,35.221185,136.88073400000002
3,782,3738,7658,35.221185,136.88073400000002,35.228629,136.902371
3,782,7658,8543,35.228629,136.902371,35.229478,136.932365
3,782,8543,3636,35.229478,136.932365,35.227868,136.952916
3,842,4367,8808,34.761804999999995,137.383291,34.754915999999994,137.388541
3,842,8808,3727,34.754915999999994,137.388541,34.748834,137.388264
3,842,3727,5542,34.748834,137.388264,34.742251,137.38595800000002
3,842,5542,7047,34.742251,137.38595800000002,34.735696999999995,137.38579099999998
3,842,7047,2573,34.735696999999995,137.38579099999998,34.727252,137.38176399999998
3,842,2573,224,34.727252,137.38176399999998,34.718393,137.38031999999998
3,842,224,9208,34.718393,137.38031999999998,34.711104,137.373243
3,842,9208,2353,34.711104,137.373243,34.706032,137.367655
