company_id,line_id,station_id,station_name,lat,lon,x,y
3,112,4962,醒ヶ井,35.327771000000006,136.345305,1363453.05,-353277.7100000001
3,112,8117,米原,35.314791,136.289435,1362894.3499999999,-353147.91
3,113,8206,豊橋,34.762822,137.381075,1373810.75,-347628.22
3,113,5293,船町,34.775525,137.374153,1373741.53,-347755.25
3,113,970,下地,34.780885,137.370625,1373706.25,-347808.85
3,113,3685,小坂井,34.797771999999995,137.363374,1373633.74,-347977.72
3,113,1685,牛久保,34.808521,137.381706,1373817.06,-348085.20999999996
3,113,8229,豊川（愛知県）,34.822631,137.397343,1373973.4300000002,-348226.31
3,113,2969,三河一宮,34.847934,137.414369,1374143.69,-348479.34
3,113,6224,長山,34.864378,137.431644,1374316.44,-348643.78
3,113,2440,江島,34.867905,137.441476,1374414.76,-348679.05
3,113,6732,東上,34.876126,137.45516899999998,1374551.69,-348761.26
3,113,8735,野田城,34.889070000000004,137.477722,1374777.22,-348890.7
3,113,4267,新城,34.900929999999995,137.49291499999998,1374929.15,-349009.29999999993
3,113,6739,東新町,34.906124,137.502997,1375029.97,-349061.24
3,113,6005,茶臼山,34.910208000000004,137.514219,1375142.19,-349102.08
3,113,2986,三河東郷,34.912096000000005,137.527301,1375273.01,-349120.9600000001
3,113,5536,大海,34.930068,137.549048,1375490.48,-349300.68
3,113,6285,鳥居,34.920624,137.551548,1375515.48,-349206.24
3,113,6225,長篠城,34.925874,137.564991,1375649.91,-349258.74
3,113,8491,本長篠,34.932596000000004,137.57674,1375767.4,-349325.96
3,113,2981,三河大野,34.951789,137.602932,1376029.32,-349517.88999999996
3,113,6903,湯谷温泉,34.97037,137.61304099999998,1376130.41,-349703.7
3,113,2992,三河槙原,34.988571,137.62088400000002,1376208.84,-349885.71
3,113,1202,柿平,34.990563,137.644177,1376441.77,-349905.63
3,113,2979,三河川合,35.001478999999996,137.664119,1376641.19,-350014.79
3,113,5944,池場,35.024367,137.703921,1377039.2100000002,-350243.67
3,113,6638,東栄,35.028811,137.713697,1377136.97,-350288.11
3,113,3575,出馬,35.049308,137.744249,1377442.49,-350493.08
3,113,3960,上市場,35.050003000000004,137.752443,1377524.43,-350500.03
3,113,628,浦川,35.056225,137.763692,1377636.92,-350562.25
3,113,5364,早瀬,35.060502,137.77508,1377750.8,-350605.02
3,113,956,下川合,35.069364,137.786217,1377862.17,-350693.64
3,113,6128,中部天竜,35.085390000000004,137.802799,1378027.99,-350853.9
3,113,2774,佐久間,35.09175,137.809742,1378097.42,-350917.5
3,113,5379,相月,35.114748,137.854182,1378541.82,-351147.48
3,113,4090,城西,35.131413,137.861986,1378619.86,-351314.13
3,113,2361,向市場,35.154161,137.869457,1378694.57,-351541.61000000004
3,113,4549,水窪,35.163216,137.870651,1378706.51,-351632.16
3,113,5780,大嵐,35.190406,137.818432,1378184.32,-351904.06000000006
3,113,3795,小和田,35.209903999999995,137.835929,1378359.29,-352099.0399999999
3,113,6017,中井侍,35.235874,137.834762,1378347.62,-352358.74000000005
3,113,360,伊那小沢,35.253954,137.834734,1378347.34,-352539.54
3,113,9191,鶯巣,35.267231,137.832512,1378325.12,-352672.31
3,113,8063,平岡,35.273425,137.853454,1378534.54,-352734.25000000006
3,113,409,為栗,35.311754,137.84861999999998,1378486.1999999997,-353117.54
3,113,896,温田,35.336168,137.841369,1378413.69,-353361.68
3,113,6510,田本,35.349056,137.83834199999998,1378383.42,-353490.56
3,113,8706,門島,35.375384000000004,137.814148,1378141.48,-353753.84
3,113,6601,唐笠,35.402353999999995,137.810258,1378102.58,-354023.54
3,113,1907,金野,35.418935,137.817201,1378172.01,-354189.35
3,113,5154,千代,35.429156,137.816784,1378167.84,-354291.56
3,113,6448,天竜峡,35.441266999999996,137.817229,1378172.29,-354412.67
3,113,5245,川路,35.452146,137.815951,1378159.51,-354521.45999999996
3,113,3321,時又,35.463986,137.827671,1378276.7100000002,-354639.86
3,113,5491,駄科,35.475541,137.83978100000002,1378397.81,-354755.41
3,113,8633,毛賀,35.487484,137.839364,1378393.64,-354874.84
3,113,366,伊那八幡,35.496817,137.841669,1378416.69,-354968.17
3,113,928,下山村,35.504149,137.83961299999999,1378396.13,-355041.49
3,113,6409,鼎,35.506648,137.828364,1378283.64,-355066.48
3,113,5103,切石,35.512341,137.808976,1378089.76,-355123.41
3,113,7624,飯田（長野県）,35.519702,137.82114199999998,1378211.4199999997,-355197.02
3,113,2901,桜町（長野県）,35.522118,137.829586,1378295.86,-355221.18
3,113,362,伊那上郷,35.520146999999994,137.838973,1378389.7300000002,-355201.47
3,113,2118,元善光寺,35.533757,137.861471,1378614.71,-355337.57
3,113,933,下市田,35.544229,137.87641399999998,1378764.14,-355442.29000000004
3,113,3222,市田,35.549255,137.886524,1378865.24,-355492.55000000005
3,113,993,下平,35.572559000000005,137.895883,1378958.83,-355725.59
3,113,3120,山吹,35.577753,137.903438,1379034.38,-355777.53
3,113,364,伊那大島,35.595696000000004,137.913159,1379131.59,-355956.96
3,113,4047,上片桐,35.617499,137.904131,1379041.31,-356174.99000000005
3,113,365,伊那田島,35.627192,137.910324,1379103.24,-356271.92
3,113,2541,高遠原,35.644579,137.900825,1379008.25,-356445.79
3,113,3371,七久保,35.654771999999994,137.911351,1379113.51,-356547.7199999999
3,113,369,伊那本郷,35.665327000000005,137.932571,1379325.71,-356653.2700000001
3,113,7627,飯島,35.677548,137.928877,1379288.77,-356775.48000000004
3,113,6483,田切,35.695546,137.932931,1379329.31,-356955.46
3,113,367,伊那福岡,35.712210999999996,137.933875,1379338.75,-357122.11
3,113,3732,小町屋,35.726709,137.935096,1379350.96,-357267.08999999997
3,113,1936,駒ヶ根,35.736236,137.936818,1379368.18,-357362.36
3,113,5726,大田切,35.748096000000004,137.940123,1379401.23,-357480.96
3,113,1661,宮田,35.767121,137.93878899999999,1379387.89,-357671.21
3,113,5100,赤木,35.777842,137.943927,1379439.27,-357778.42
3,113,5843,沢渡,35.80359,137.943981,1379439.81,-358035.9
3,113,979,下島（飯田線）,35.813196000000005,137.940263,1379402.63,-358131.96
3,113,359,伊那市,35.838419,137.959201,1379592.01,-358384.19
3,113,368,伊那北,35.845279,137.9642,1379642.0,-358452.79
3,113,6504,田畑,35.860939,137.97798999999998,1379779.8999999997,-358609.39
3,113,8379,北殿,35.879359,137.98408600000002,1379840.86,-358793.59
3,113,8642,木ノ下,35.900774,137.988001,1379880.01,-359007.74
3,113,361,伊那松島,35.913689,137.98861200000002,1379886.12,-359136.88999999996
3,113,5835,沢,35.936409000000005,137.985445,1379854.45,-359364.09
3,113,570,羽場（長野県）,35.952962,137.985167,1379851.67,-359529.62
3,113,363,伊那新町,35.968765999999995,137.984055,1379840.55,-359687.66
3,113,1671,宮木,35.976238,137.990554,1379905.54,-359762.38
3,113,5855,辰野,35.984543,137.99719299999998,1379971.9299999997,-359845.43
3,114,7979,武豊,34.853311,136.921022,1369210.22,-348533.11
3,114,6750,東成岩,34.874196999999995,136.92343799999998,1369234.3799999997,-348741.97
3,114,7595,半田,34.894166999999996,136.93052,1369305.2,-348941.67
3,114,891,乙川,34.903389000000004,136.941435,1369414.35,-349033.89
3,114,1525,亀崎,34.919053999999996,136.961072,1369610.72,-349190.54
3,114,6633,東浦,34.949717,136.970709,1369707.09,-349497.17
3,114,5061,石浜,34.967966,136.97293,1369729.2999999998,-349679.66
3,114,3618,緒川,34.981437,136.97187399999999,1369718.7399999998,-349814.37
3,114,7735,尾張森岡,34.993990999999994,136.970429,1369704.29,-349939.9099999999
3,114,5747,大府,35.008794,136.961819,1369618.19,-350087.94
15,243,856,岡崎,34.925303,137.157263,1371572.63,-349253.02999999997
15,243,9100,六名,34.94039,137.151777,1371517.77,-349403.9
15,243,6030,中岡崎,34.956249,137.152748,1371527.48,-349562.49
15,243,8282,北岡崎,34.972414,137.157498,1371574.98,-349724.14
15,243,5765,大門（愛知県）,34.982552,137.154552,1371545.52,-349825.51999999996
15,243,8414,北野桝塚,34.9963,137.139304,1371393.04,-349963.0
15,243,2978,三河上郷,35.012326,137.132859,1371328.5899999999,-350123.26
15,243,659,永覚,35.027296,137.138886,1371388.86,-350272.96
15,243,8531,末野原,35.039615000000005,137.147013,1371470.13,-350396.15
15,243,2991,三河豊田,35.055403999999996,137.15113300000002,1371511.33,-350554.04
15,243,4266,新上挙母,35.071875,137.151161,1371511.61,-350718.75
15,243,4369,新豊田,35.087872999999995,137.15346599999998,1371534.66,-350878.7299999999
15,243,9419,愛環梅坪,35.105193,137.160967,1371609.67,-351051.93
15,243,3181,四郷,35.121731,137.162714,1371627.14,-351217.31
15,243,9420,貝津,35.133065,137.148209,1371482.09,-351330.65
15,243,8157,保見,35.136672999999995,137.134521,1371345.21,-351366.7299999999
15,243,3396,篠原（愛知県）,35.15417,137.120911,1371209.11,-351541.7
15,243,9454,八草,35.175195,137.107217,1371072.17,-351751.95
15,243,3109,山口（愛知県）,35.197609,137.101911,1371019.11,-351976.09
15,243,4612,瀬戸口,35.206553,137.082106,1370821.06,-352065.52999999997
15,243,4613,瀬戸市,35.225939000000004,137.07841200000001,1370784.12,-352259.39
15,243,6082,中水野,35.249769,137.072217,1370722.17,-352497.69
15,243,2594,高蔵寺,35.264453,137.043276,1370432.76,-352644.53
43,328,1864,近鉄名古屋,35.1698,136.883195,1368831.95,-351698.0
43,328,8126,米野,35.161440999999996,136.879404,1368794.04,-351614.41
43,328,847,黄金（愛知県）,35.156358000000004,136.87071,1368707.1,-351563.58
43,328,545,烏森,35.152914,136.86379399999998,1368637.94,-351529.14
43,328,1861,近鉄八田,35.149553000000004,136.854398,1368543.98,-351495.53
43,328,7995,伏屋,35.140192,136.82788100000002,1368278.8100000003,-351401.92
43,328,2196,戸田（愛知県）,35.132582,136.807522,1368075.22,-351325.82
43,328,1850,近鉄蟹江,35.129637,136.795328,1367953.28,-351296.37
43,328,7868,富吉,35.123554,136.76946999999998,1367694.7,-351235.54
43,328,2779,佐古木,35.119554,136.75233300000002,1367523.3300000003,-351195.54000000004
43,328,1865,近鉄弥富,35.113582,136.727696,1367276.9600000002,-351135.82
43,328,1857,近鉄長島,35.097583,136.69606100000001,1366960.61,-350975.83
43,328,1995,桑名,35.066744,136.68351299999998,1366835.1299999997,-350667.44
43,328,674,益生,35.057837,136.678731,1366787.31,-350578.37
43,328,336,伊勢朝日,35.0382,136.66884299999998,1366688.4299999997,-350382.00000000006
43,328,7891,川越富洲原,35.016175,136.659706,1366597.06,-350161.74999999994
43,328,1863,近鉄富田,35.006496000000006,136.649327,1366493.27,-350064.9600000001
43,328,1114,霞ヶ浦,34.993342999999996,136.63679199999999,1366367.92,-349933.42999999993
43,328,159,阿倉川,34.98515,136.629293,1366292.93,-349851.5
43,328,5196,川原町,34.977179,136.623293,1366232.93,-349771.79
43,328,1854,近鉄四日市,34.96768,136.618628,1366186.28,-349676.8
43,328,4277,新正,34.956319,136.618433,1366184.33,-349563.19
43,328,1159,海山道,34.943265000000004,136.623017,1366230.1700000002,-349432.65
43,328,793,塩浜,34.932933,136.62223899999998,1366222.39,-349329.32999999996
43,328,8382,北楠,34.916407,136.624684,1366246.84,-349164.07
43,328,7179,楠,34.904992,136.63112900000002,1366311.2900000003,-349049.92
43,328,6235,長太ノ浦,34.891577000000005,136.626407,1366264.07,-348915.7700000001
43,328,8548,箕田,34.879523,136.62190800000002,1366219.08,-348795.23
43,328,326,伊勢若松,34.869413,136.616715,1366167.15,-348694.13
43,328,5157,千代崎,34.854692,136.60816,1366081.6,-348546.92
43,328,7456,白子,34.833999,136.58941299999998,1365894.13,-348339.99
43,328,2215,鼓ヶ浦,34.826167,136.58108000000001,1365810.8,-348261.67
43,328,438,磯山,34.812613,136.568776,1365687.7600000002,-348126.13
43,328,5178,千里（三重県）,34.798502,136.556112,1365561.12,-347985.02
43,328,8240,豊津上野,34.785281,136.542974,1365429.7399999998,-347852.81
43,328,7469,白塚,34.770756,136.53250400000002,1365325.0400000003,-347707.56
43,328,2617,高田本山,34.755006,136.51622700000001,1365162.2700000003,-347550.06
43,328,2422,江戸橋,34.744424,136.513978,1365139.78,-347444.24000000005
43,328,6303,津,34.734725,136.510473,1365104.73,-347347.25
43,328,6328,津新町,34.715649,136.499897,1364998.97,-347156.49
43,328,7037,南が丘,34.692040999999996,136.496454,1364964.54,-346920.41
43,328,1601,久居,34.675542,136.477817,1364778.17,-346755.42
43,328,6875,桃園,34.663266,136.47728999999998,1364772.9,-346632.66
43,328,335,伊勢中川,34.635214000000005,136.477901,1364779.01,-346352.1400000001
118,782,7745,枇杷島,35.199645000000004,136.861205,1368612.05,-351996.45
118,782,7737,尾張星の宮,35.212963,136.85506999999998,1368550.6999999997,-352129.63
118,782,3738,小田井,35.221185,136.88073400000002,1368807.34,-352211.85
118,782,7658,比良（愛知県）,35.228629,136.902371,1369023.71,-352286.29
118,782,8543,味美（東海交通線）,35.229478,136.932365,1369323.6500000001,-352294.78
118,782,3636,勝川,35.227868,136.952916,1369529.16,-352278.68
138,842,4367,新豊橋,34.761804999999995,137.38329099999999,1373832.91,-347618.04999999993
138,842,8808,柳生橋,34.754915999999994,137.388541,1373885.4100000001,-347549.1599999999
138,842,3727,小池,34.748834,137.388264,1373882.64,-347488.34
138,842,5542,愛知大学前,34.742251,137.38595800000002,1373859.58,-347422.51
138,842,7047,南栄,34.735696999999995,137.38579099999998,1373857.91,-347356.97
138,842,2573,高師,34.727252,137.38176399999998,1373817.6399999997,-347272.52
138,842,224,芦原,34.718393,137.38031999999998,1373803.1999999997,-347183.93
138,842,9208,植田（豊橋鉄道線）,34.711104,137.373243,1373732.43,-347111.04
138,842,2353,向ヶ丘,34.706032,137.367655,1373676.55,-347060.32
138,842,5657,大清水,34.695865999999995,137.358685,1373586.85,-346958.66
138,842,9076,老津,34.692228,137.33521499999998,1373352.1499999997,-346922.28
138,842,4591,杉山,34.680256,137.320688,1373206.88,-346802.56
138,842,135,やぐま台,34.673646000000005,137.309078,1373090.78,-346736.4600000001
138,842,8245,豊島,34.667590999999994,137.293747,1372937.47,-346675.9099999999
138,842,4439,神戸（愛知県）,34.66809,137.277692,1372776.92,-346680.89999999997
138,842,2984,三河田原,34.667007,137.269082,1372690.82,-346670.07
138,843,677,駅前（豊橋鉄道線）,34.763847,137.382956,1373829.56,-347638.47
138,843,9430,駅前大通,34.763134,137.38581200000002,1373858.12,-347631.34
138,843,4288,新川（愛知県）,34.762943,137.389401,1373894.01,-347629.43
138,843,2929,札木,34.764471,137.390207,1373902.07,-347644.71
138,843,3239,市役所前（豊橋鉄道線）,34.767276,137.392789,1373927.89,-347672.76
138,843,8207,豊橋公園前,34.766749,137.39565100000002,1373956.5100000002,-347667.49
138,843,6820,東八町,34.765943,137.40053899999998,1374005.39,-347659.43
138,843,5317,前畑,34.765803999999996,137.4044,1374044.0,-347658.04
138,843,6799,東田坂上,34.765777,137.408344,1374083.44,-347657.77
138,843,6798,東田,34.765332,137.413566,1374135.66,-347653.32
138,843,1762,競輪場前（愛知県）,34.765083000000004,137.417038,1374170.38,-347650.83
138,843,416,井原（愛知県）,34.76425,137.42181499999998,1374218.15,-347642.49999999994
138,843,5074,赤岩口,34.763472,137.428926,1374289.26,-347634.72000000003
138,844,416,井原（愛知県）,34.76425,137.42181499999998,1374218.15,-347642.49999999994
138,844,639,運動公園前（愛知県）,34.758528000000005,137.42228799999998,1374222.88,-347585.28
148,856,6092,中村区役所,35.167663,136.873154,1368731.54,-351676.62999999995
